MCH Institution Type,MCH Institution Type Name,Attribute Level,Attribute Type,Attribute Code,Filterable,Attribute Type Description,Attribute Code Description
75,Residential Care Facility,Person,Certification Type,Physician Assistant (PA),No,The type of certification held by the contact person.,Holds a Physician Assistant certification.
75,Residential Care Facility,Person,Certification Type,Psychologist,No,The type of certification held by the contact person.,Holds a Psychologist certification.
75,Residential Care Facility,Person,Certification Type,Registered Nurse (RN),No,The type of certification held by the contact person.,Holds a Registered Nurse certification.
75,Residential Care Facility,Person,Certification Type,Social Worker,No,The type of certification held by the contact person.,Holds a Social Worker certification.
75,Residential Care Facility,Person,Certification Type,Veterinary Medical Doctor,No,The type of certification held by the contact person.,Holds a Veterinary Medical Doctor certification.
75,Residential Care Facility,Person,DEA Expiration Date,DEA Expiration Date,No,The date the DEA number is set to expire.,The date the DEA number is set to expire.
75,Residential Care Facility,Person,DEA Number,DEA Number,No,The DEA number of the provider.,The DEA Number of the provider.
75,Residential Care Facility,Person,DEA Number Available,No,No,Indicates whether or not a DEA number is available for the provider.,A DEA number is not available for the provider.
75,Residential Care Facility,Person,DEA Number Available,Yes,No,Indicates whether or not a DEA number is available for the provider.,A DEA number is available for the provider.
75,Residential Care Facility,Person,Medicare Participation,No,Yes,Indicates whether or not the provider participates in Medicare.,The provider does not participate in the Medicare program.
75,Residential Care Facility,Person,Medicare Participation,Yes,Yes,Indicates whether or not the provider participates in Medicare.,The provider participates in the Medicare program.
75,Residential Care Facility,Person,NPI Available - Person,No,Yes,Indicates whether or not a National Provider Identifier is available for the provider.,A National Provider Identifier is not available for the provider.
75,Residential Care Facility,Person,NPI Available - Person,Yes,Yes,Indicates whether or not a National Provider Identifier is available for the provider.,A National Provider Identifier is available for the provider.
75,Residential Care Facility,Person,NPI Number,NPI - Person,Yes,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers.",The provider's NPI number.
75,Residential Care Facility,Person,Person New-to-File Date,Person New-to-File Date,Yes,The date the person record was added to the MCH database.,The date the person record was added to the MCH database.
75,Residential Care Facility,Person,Primary Location,No,Yes,Indicates whether or not this is the main location where the provider works.,Indicates this is not the main location the provider works.
75,Residential Care Facility,Person,Primary Location,Yes,Yes,Indicates whether or not this is the main location where the provider works.,Indicates this is the main location the provider works.
75,Residential Care Facility,Person,Primary Profession,Alternative Medicine,Yes,Indicates the primary profession of the person.,The primary profession of the person is alternative medicine.
75,Residential Care Facility,Person,Primary Profession,Audiologist,Yes,Indicates the primary profession of the person.,The primary profession of the person is an audiologist.
75,Residential Care Facility,Person,Primary Profession,Chiropractor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a chiropractor.
75,Residential Care Facility,Person,Primary Profession,Cosmetologist,No,Indicates the primary profession of the person.,The primary profession of the person is in cosmetology.
75,Residential Care Facility,Person,Primary Profession,Counselor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a counselor.
75,Residential Care Facility,Person,Primary Profession,Dentist,Yes,Indicates the primary profession of the person.,The primary profession of the person is a dentist.
75,Residential Care Facility,Person,Primary Profession,Dietician,Yes,Indicates the primary profession of the person.,The primary profession of the person is a dietician / nutritionist.
75,Residential Care Facility,Person,Primary Profession,Doctor of Osteopathy,Yes,Indicates the primary profession of the person.,The primary profession of the person is a osteopathy doctor.
